1.1,1.2,1.3,1.4,1.5,1.6,1.7,1.8,1.9,2.0,2.1,2.2,2.3,2.4,2.5,2.6,2.7,2.8,2.9,3.0,3.1,3.2,3.3,3.4,3.5,3.6,3.7,3.8,3.9,4.0,4.1,4.2,4.3,4.4,4.5,4.6,4.7,4.8,4.9,5.0,5.1,5.2,5.3,5.4,5.5,5.6,5.7,5.8,5.9,6.0,6.1,6.2,6.3,6.4,6.5,6.6,6.7,6.8,6.9,7.0,7.1,7.2,7.3,7.4,7.5,7.6,7.7,7.8,7.9,8.0,8.1,8.2,8.3,8.4,8.5,8.6,8.7,8.8,8.9,9.0,9.1,9.2,9.3,9.4,9.5,9.6,9.7,9.8,9.9,10.0,10.1,10.2,10.3,10.4,10.5,10.6,10.7,10.8,10.9,11.0,11.1,11.2,11.3,11.4,11.5,11.6,11.7,11.8,11.9,12.0,12.1,12.2,12.3,12.4,12.5,12.6,12.7,12.8,12.9,13.0,13.1,13.2,13.3,13.4,13.5,13.6,13.7,13.8,13.9,14.0,14.1,14.2,14.3,14.4,14.5,14.6,14.7,14.8,14.9
0.09484,0.15474,0.2086,0.24346,0.27662,0.29826,0.31924,0.33256,0.34486,0.34906,0.35598,0.36086,0.3705,0.36874,0.37252,0.36992,0.37126,0.36992,0.36994,0.36656,0.36932,0.36324,0.36252,0.35912,0.3563,0.35662,0.35806,0.35498,0.3494,0.34774,0.3479,0.34496,0.34014,0.33962,0.33888,0.33186,0.33446,0.32648,0.32564,0.31684,0.31536,0.31646,0.3129,0.30938,0.31082,0.30772,0.30514,0.30722,0.29992,0.2998,0.29576,0.2957,0.29264,0.28698,0.28514,0.2885,0.28048,0.27976,0.28224,0.27796,0.28066,0.26798,0.2691,0.27314,0.26752,0.26982,0.25846,0.25968,0.25884,0.26104,0.25576,0.2564,0.25744,0.24808,0.2456,0.24838,0.24566,0.248,0.24306,0.24984,0.23482,0.23656,0.23642,0.23644,0.23612,0.23074,0.23618,0.23508,0.23232,0.22398,0.2215,0.22486,0.22004,0.22124,0.21966,0.22386,0.22242,0.22128,0.21678,0.22162,0.2186,0.20906,0.20778,0.2064,0.2075,0.2082,0.20328,0.2077,0.20614,0.20824,0.2083,0.20596,0.20726,0.20594,0.18874,0.18978,0.1928,0.19154,0.1905,0.18622,0.1897,0.19202,0.1884,0.18938,0.19152,0.18924,0.19086,0.1886,0.1908,0.1897,0.1907,0.1903,0.1753,0.17352,0.17336,0.17418,0.17174,0.17512,0.17332
0.05578,0.08596,0.11154,0.12672,0.13858,0.14358,0.14868,0.14808,0.1519,0.1424,0.14296,0.14016,0.1376,0.13052,0.13384,0.13896,0.14896,0.15904,0.16608,0.17254,0.17154,0.17874,0.18324,0.18678,0.18966,0.19584,0.19442,0.19356,0.19562,0.19796,0.20242,0.20718,0.20002,0.20226,0.2027,0.20524,0.20212,0.20488,0.20484,0.20414,0.201,0.20736,0.20414,0.20264,0.204,0.20186,0.20486,0.20192,0.19938,0.20274,0.20054,0.20084,0.19842,0.1965,0.19598,0.1989,0.19678,0.1962,0.19396,0.19132,0.19448,0.19024,0.19094,0.19406,0.19258,0.1898,0.18632,0.18508,0.18738,0.18318,0.18624,0.18516,0.1868,0.1802,0.1788,0.17738,0.17946,0.18144,0.18106,0.182,0.17308,0.17472,0.1719,0.17556,0.1764,0.17184,0.17654,0.17334,0.17548,0.16616,0.16812,0.165,0.16858,0.16624,0.16714,0.17054,0.16602,0.17022,0.1677,0.1641,0.16614,0.1598,0.15774,0.15652,0.1597,0.15814,0.15748,0.15874,0.15586,0.15842,0.15808,0.15836,0.15858,0.16016,0.14716,0.14996,0.1517,0.1491,0.14732,0.14978,0.14994,0.14976,0.14846,0.14942,0.14908,0.1485,0.14846,0.14714,0.14898,0.14882,0.14692,0.15016,0.13674,0.13784,0.13838,0.13506,0.13694,0.13746,0.13674
0.04414,0.06996,0.08818,0.1001,0.10654,0.11088,0.11106,0.11162,0.11204,0.10806,0.10462,0.10308,0.09922,0.0963,0.0964,0.09794,0.09788,0.10342,0.1053,0.10568,0.10958,0.10838,0.10956,0.10966,0.10838,0.10558,0.1071,0.10572,0.10728,0.10328,0.10362,0.10214,0.09892,0.09702,0.09606,0.093,0.09574,0.09082,0.09026,0.08656,0.08456,0.0853,0.09282,0.09098,0.09066,0.09618,0.09546,0.09906,0.10032,0.10004,0.09966,0.10192,0.10418,0.10588,0.10346,0.1035,0.10622,0.10676,0.10674,0.10738,0.10674,0.11134,0.11136,0.10972,0.11222,0.11052,0.10938,0.11022,0.11536,0.11098,0.10806,0.11146,0.11154,0.11256,0.11434,0.11314,0.11136,0.1153,0.11196,0.11244,0.11388,0.11156,0.1105,0.11246,0.11292,0.115,0.1133,0.1114,0.1139,0.11146,0.11174,0.1131,0.11316,0.11194,0.11044,0.1117,0.11046,0.11132,0.1111,0.11242,0.11314,0.10804,0.10896,0.10714,0.10696,0.10636,0.10886,0.10798,0.1092,0.10958,0.10818,0.10944,0.10906,0.10854,0.10416,0.10634,0.10488,0.1049,0.10388,0.10724,0.1065,0.1046,0.10446,0.10438,0.10578,0.1058,0.10726,0.10406,0.10622,0.10654,0.1053,0.1044,0.09966,0.10112,0.10124,0.10014,0.0974,0.10154,0.1016
0.03648,0.05914,0.07678,0.08636,0.09228,0.09222,0.09578,0.09628,0.09312,0.09174,0.08902,0.08806,0.08214,0.07922,0.08066,0.0807,0.0817,0.08138,0.08384,0.08392,0.08442,0.08458,0.08356,0.08428,0.08266,0.08166,0.08148,0.08042,0.07756,0.07718,0.07502,0.07404,0.07512,0.07122,0.06944,0.06946,0.06882,0.06454,0.0639,0.0626,0.06108,0.06268,0.06204,0.06076,0.06182,0.05972,0.0608,0.06128,0.06056,0.0586,0.06094,0.06038,0.05818,0.05864,0.05902,0.06204,0.05712,0.05664,0.0543,0.05696,0.0556,0.05238,0.0524,0.05278,0.0542,0.05218,0.05038,0.04896,0.05006,0.0491,0.05062,0.05026,0.0492,0.05346,0.05822,0.05482,0.05446,0.05598,0.05572,0.05588,0.06044,0.0603,0.06052,0.05972,0.06068,0.0612,0.05964,0.0625,0.06022,0.06322,0.06484,0.0651,0.065,0.06474,0.0635,0.0646,0.06326,0.0658,0.06668,0.06406,0.06428,0.06876,0.06646,0.06664,0.06708,0.067,0.06642,0.06652,0.06546,0.06626,0.06662,0.06606,0.0665,0.06822,0.0696,0.06794,0.0691,0.06702,0.06892,0.06976,0.06798,0.06726,0.0698,0.06946,0.0703,0.07034,0.0695,0.06918,0.06872,0.07046,0.069,0.06824,0.0696,0.068,0.0691,0.06942,0.0694,0.0688,0.06926
0.01586,0.02028,0.02714,0.02864,0.0287,0.02768,0.02674,0.02588,0.02758,0.0288,0.02854,0.0291,0.02832,0.0267,0.02802,0.03158,0.03516,0.03738,0.03874,0.04112,0.04294,0.04314,0.04618,0.04684,0.04544,0.04614,0.04574,0.0451,0.04512,0.04476,0.04314,0.04306,0.04258,0.04262,0.0422,0.03912,0.03912,0.03812,0.03882,0.0374,0.03708,0.03764,0.03804,0.03794,0.0389,0.03936,0.03998,0.0378,0.03928,0.0396,0.03894,0.03852,0.03878,0.04062,0.0387,0.03974,0.0364,0.03876,0.03768,0.0359,0.03692,0.03564,0.03734,0.03648,0.03668,0.03564,0.03384,0.03348,0.03274,0.03434,0.03504,0.0335,0.03324,0.0408,0.03906,0.04176,0.04074,0.04098,0.03988,0.04162,0.04626,0.04904,0.04726,0.04564,0.04614,0.04426,0.04774,0.04734,0.04656,0.05366,0.05408,0.05242,0.05336,0.05306,0.05358,0.05032,0.05366,0.0529,0.05342,0.05308,0.05062,0.05604,0.05502,0.05654,0.05602,0.05578,0.05468,0.05782,0.05804,0.05646,0.05694,0.05684,0.05682,0.05704,0.05958,0.0594,0.05776,0.05848,0.05778,0.05844,0.05822,0.05854,0.05904,0.05914,0.06078,0.05926,0.05848,0.06112,0.05912,0.06034,0.05922,0.05878,0.0622,0.06114,0.06032,0.06082,0.06112,0.06166,0.06194
0.01424,0.02062,0.02462,0.02678,0.0274,0.02678,0.02408,0.02414,0.02624,0.02744,0.02638,0.0276,0.02586,0.02508,0.02698,0.02868,0.03026,0.03314,0.03594,0.0365,0.03856,0.038,0.03858,0.03986,0.03718,0.03928,0.0391,0.03834,0.0387,0.03668,0.03766,0.03542,0.0376,0.03508,0.03604,0.03448,0.03448,0.03242,0.03302,0.03096,0.03246,0.0304,0.03206,0.03032,0.0303,0.03182,0.03254,0.03098,0.03218,0.03168,0.0322,0.03056,0.0307,0.03206,0.02982,0.03162,0.02886,0.03076,0.0297,0.02918,0.02882,0.02924,0.02884,0.02784,0.02876,0.02896,0.02616,0.02658,0.02566,0.02528,0.0261,0.02496,0.026,0.029,0.02814,0.02996,0.02802,0.02828,0.02718,0.03146,0.0291,0.03066,0.03036,0.03014,0.03002,0.03076,0.02932,0.02908,0.02922,0.03036,0.02976,0.03112,0.03152,0.03174,0.02916,0.02958,0.0295,0.0308,0.02946,0.02972,0.02952,0.0309,0.03026,0.03086,0.02924,0.0301,0.02976,0.02994,0.02862,0.0308,0.02952,0.03052,0.03074,0.02926,0.02916,0.02946,0.02768,0.02676,0.02844,0.02804,0.02808,0.02944,0.0281,0.02932,0.02862,0.0295,0.02768,0.0284,0.02908,0.02888,0.02848,0.0275,0.025,0.0241,0.02628,0.02628,0.02482,0.02622,0.02494
0.0096,0.0138,0.01602,0.01732,0.01678,0.01602,0.0164,0.0158,0.01532,0.01506,0.01594,0.01488,0.0156,0.01558,0.01394,0.01478,0.0145,0.01496,0.0141,0.01446,0.0138,0.01438,0.01356,0.0118,0.01412,0.01448,0.01474,0.01528,0.0158,0.01528,0.0162,0.0159,0.01604,0.01564,0.01556,0.01424,0.01582,0.01472,0.01488,0.01336,0.01314,0.01342,0.01522,0.01448,0.01498,0.0155,0.0168,0.01678,0.01582,0.01684,0.01702,0.0171,0.01722,0.01666,0.017,0.01688,0.01688,0.01758,0.01658,0.01658,0.01626,0.01626,0.01572,0.0161,0.01624,0.01616,0.0152,0.01382,0.0154,0.01456,0.0152,0.0147,0.01424,0.0183,0.0177,0.01746,0.0174,0.01748,0.01764,0.0174,0.01996,0.0218,0.02218,0.02088,0.02028,0.02004,0.02014,0.01928,0.02088,0.02316,0.0218,0.0222,0.0219,0.02326,0.02264,0.02248,0.02254,0.02154,0.02032,0.02226,0.02122,0.02282,0.02112,0.02164,0.02206,0.02254,0.02308,0.02144,0.022,0.02176,0.02228,0.02198,0.02216,0.02172,0.02194,0.02122,0.02062,0.0213,0.02022,0.02164,0.02238,0.02172,0.02134,0.02106,0.0214,0.0213,0.02124,0.0214,0.02268,0.02114,0.02198,0.02214,0.01894,0.01974,0.0197,0.01924,0.01994,0.01852,0.0189
0.00838,0.0131,0.01428,0.01446,0.01608,0.01588,0.01402,0.01188,0.01456,0.0147,0.01462,0.01356,0.01224,0.01314,0.01238,0.01308,0.01234,0.0131,0.0121,0.01212,0.01218,0.01322,0.01174,0.01154,0.0122,0.01172,0.0111,0.01206,0.01192,0.01278,0.01234,0.01156,0.0128,0.01232,0.01244,0.01144,0.0118,0.01162,0.01036,0.01092,0.01056,0.0099,0.01176,0.0104,0.0104,0.0115,0.01202,0.0112,0.0112,0.01256,0.0117,0.0097,0.0109,0.01102,0.01106,0.01108,0.01034,0.01002,0.00986,0.01068,0.00988,0.00998,0.0098,0.01006,0.01042,0.01098,0.00872,0.0087,0.00972,0.00964,0.00888,0.01012,0.00992,0.00876,0.00908,0.00902,0.00932,0.0081,0.00912,0.00878,0.00922,0.00934,0.00884,0.00892,0.00834,0.0089,0.00826,0.00824,0.00922,0.00758,0.00822,0.00772,0.0076,0.00748,0.00804,0.0079,0.0073,0.00746,0.00806,0.00778,0.00812,0.00952,0.00992,0.0105,0.00964,0.00974,0.00968,0.00962,0.00982,0.00932,0.01,0.0096,0.0095,0.01068,0.00978,0.00934,0.0099,0.01036,0.0109,0.01008,0.01032,0.00986,0.01036,0.00984,0.01082,0.0103,0.01002,0.00982,0.00948,0.01012,0.01046,0.00984,0.00916,0.00958,0.00856,0.00916,0.0092,0.00918,0.00814
0.0021,0.00266,0.00302,0.00286,0.00276,0.00366,0.00336,0.0033,0.0036,0.00488,0.0046,0.00482,0.00472,0.00416,0.0044,0.00526,0.00536,0.00574,0.00578,0.00602,0.0058,0.00564,0.00584,0.00516,0.00528,0.00626,0.00628,0.00674,0.0078,0.00702,0.0075,0.0077,0.00774,0.00756,0.00772,0.00778,0.00684,0.00646,0.00698,0.00644,0.00632,0.00674,0.00814,0.0072,0.00768,0.00766,0.00774,0.0086,0.00798,0.0082,0.00846,0.00786,0.00768,0.00794,0.0083,0.00784,0.00788,0.00772,0.00806,0.00802,0.00848,0.00682,0.00716,0.00682,0.00752,0.00724,0.00696,0.00594,0.00686,0.00712,0.0065,0.00696,0.00696,0.00734,0.00662,0.0072,0.0072,0.00788,0.00642,0.00692,0.00664,0.00684,0.00774,0.00662,0.00648,0.0071,0.00692,0.00684,0.00704,0.00602,0.00638,0.00606,0.0068,0.00656,0.00638,0.00608,0.006,0.00636,0.00606,0.00658,0.00636,0.00788,0.0081,0.00776,0.00838,0.00836,0.00826,0.00754,0.00776,0.00808,0.00896,0.00806,0.0078,0.00772,0.00862,0.009,0.0085,0.00872,0.00852,0.00896,0.00916,0.00796,0.00878,0.00928,0.00828,0.00824,0.00868,0.00838,0.00856,0.00876,0.00892,0.00918,0.00694,0.00736,0.00764,0.00742,0.00876,0.0078,0.00764
