p,1.1,1.2,1.3,1.4,1.5,1.6,1.7,1.8,1.9,2.0,2.1,2.2,2.3,2.4,2.5,2.6,2.7,2.8,2.9,3.0,3.1,3.2,3.3,3.4,3.5,3.6,3.7,3.8,3.9,4.0,4.1,4.2,4.3,4.4,4.5,4.6,4.7,4.8,4.9,5.0,5.1,5.2,5.3,5.4,5.5,5.6,5.7,5.8,5.9,6.0,6.1,6.2,6.3,6.4,6.5,6.6,6.7,6.8,6.9,7.0,7.1,7.2,7.3,7.4,7.5,7.6,7.7,7.8,7.9,8.0,8.1,8.2,8.3,8.4,8.5,8.6,8.7,8.8,8.9,9.0,9.1,9.2,9.3,9.4,9.5,9.6,9.7,9.8,9.9,10.0,10.1,10.2,10.3,10.4,10.5,10.6,10.7,10.8,10.9,11.0,11.1,11.2,11.3,11.4,11.5,11.6,11.7,11.8,11.9,12.0,12.1,12.2,12.3,12.4,12.5,12.6,12.7,12.8,12.9,13.0,13.1,13.2,13.3,13.4,13.5,13.6,13.7,13.8,13.9,14.0,14.1,14.2,14.3,14.4,14.5,14.6,14.7,14.8,14.9,15.0,15.1,15.2,15.3,15.4,15.5,15.6,15.7,15.8,15.9,16.0,16.1,16.2,16.3,16.4,16.5,16.6,16.7,16.8,16.9,17.0,17.1,17.2,17.3,17.4,17.5,17.6,17.7,17.8,17.9,18.0,18.1,18.2,18.3,18.4,18.5,18.6,18.7,18.8,18.9,19.0,19.1,19.2,19.3,19.4,19.5,19.6,19.7,19.8,19.9
0.02,0.00252,0.00404,0.00572,0.00674,0.00812,0.00866,0.00948,0.00966,0.0097,0.01104,0.01218,0.01226,0.0124,0.01154,0.0136,0.01218,0.0136,0.0146,0.01434,0.01494,0.01266,0.01488,0.01422,0.01394,0.01454,0.0146,0.0152,0.01526,0.0153,0.01602,0.01488,0.01556,0.01572,0.01728,0.01616,0.01692,0.0166,0.01572,0.01658,0.01698,0.01562,0.01712,0.01704,0.01732,0.0169,0.01706,0.01658,0.01642,0.01574,0.0167,0.01644,0.01704,0.01612,0.01652,0.01758,0.0166,0.01758,0.01738,0.01906,0.0172,0.01698,0.01646,0.01744,0.0174,0.01782,0.0179,0.01818,0.01728,0.01752,0.01748,0.0168,0.01752,0.01618,0.0174,0.01738,0.01714,0.01808,0.01758,0.01688,0.01626,0.0172,0.0171,0.01658,0.0168,0.01658,0.01808,0.0171,0.01708,0.01752,0.0172,0.01816,0.0174,0.01872,0.01754,0.0182,0.01702,0.01788,0.01858,0.0172,0.01772,0.0175,0.01742,0.01682,0.01738,0.01648,0.01784,0.01742,0.01706,0.0178,0.0164,0.01794,0.01688,0.01716,0.01742,0.01716,0.01806,0.01788,0.0164,0.01718,0.01756,0.01688,0.01776,0.0171,0.01842,0.01758,0.0172,0.01806,0.01706,0.01734,0.01778,0.01808,0.01786,0.01738,0.018,0.01766,0.01778,0.01752,0.01798,0.0177,0.01708,0.01734,0.01788,0.01742,0.01546,0.0177,0.01698,0.0166,0.01702,0.01684,0.01728,0.01794,0.0172,0.01656,0.01766,0.0164,0.01716,0.01732,0.01766,0.01756,0.01656,0.01702,0.01734,0.01776,0.01788,0.01636,0.01698,0.0171,0.01708,0.01658,0.01694,0.01806,0.01756,0.01752,0.0169,0.01752,0.01616,0.0168,0.0175,0.01684,0.01724,0.01758,0.01674,0.01704,0.01672,0.01688,0.01668,0.0156,0.0165,0.0175
0.07,0.00842,0.01234,0.01668,0.02056,0.02268,0.02598,0.03014,0.03036,0.0315,0.03434,0.03576,0.0369,0.03828,0.0401,0.04024,0.0417,0.0421,0.04368,0.04294,0.04478,0.0443,0.04576,0.04558,0.04772,0.04854,0.04622,0.0499,0.04762,0.04742,0.04806,0.04746,0.04884,0.04918,0.04908,0.04982,0.04998,0.0514,0.0502,0.05016,0.0496,0.05176,0.05118,0.05194,0.04816,0.04894,0.05194,0.05092,0.04986,0.05182,0.04966,0.04984,0.04994,0.05326,0.05196,0.0501,0.05192,0.04972,0.05186,0.04996,0.0519,0.05136,0.05128,0.0512,0.0509,0.04948,0.05338,0.04998,0.04888,0.05052,0.04918,0.05088,0.05098,0.0497,0.05138,0.04998,0.0506,0.05088,0.05208,0.04964,0.05108,0.05112,0.04858,0.04962,0.04872,0.05038,0.0494,0.049,0.04992,0.0499,0.04968,0.04854,0.04752,0.04898,0.04906,0.04962,0.0501,0.05004,0.04914,0.05036,0.04974,0.04862,0.04696,0.0479,0.04902,0.04984,0.04904,0.04854,0.04918,0.04896,0.0487,0.04642,0.04668,0.04694,0.0486,0.0473,0.04688,0.04758,0.0474,0.0484,0.04658,0.0494,0.04766,0.04732,0.04796,0.04754,0.0473,0.04794,0.04474,0.04764,0.04692,0.0454,0.04636,0.04594,0.0455,0.04622,0.04636,0.04618,0.04506,0.04668,0.04736,0.04704,0.04646,0.04684,0.04634,0.04364,0.04508,0.0464,0.04678,0.04462,0.04456,0.04454,0.04632,0.04482,0.04504,0.0453,0.04466,0.04702,0.04394,0.0448,0.04392,0.04504,0.0425,0.04542,0.04588,0.04426,0.04366,0.04414,0.04574,0.04538,0.0447,0.04544,0.0432,0.0432,0.04644,0.04318,0.04492,0.04514,0.04366,0.04412,0.04378,0.04418,0.04432,0.042,0.04316,0.04402,0.0424,0.04194,0.0423,0.0438
0.12,0.01126,0.02056,0.02894,0.03358,0.03882,0.04402,0.04976,0.05012,0.05586,0.05792,0.06118,0.0625,0.0629,0.06526,0.06702,0.06896,0.0709,0.07012,0.07022,0.07076,0.07332,0.07534,0.0738,0.0753,0.07668,0.07778,0.07586,0.07724,0.07634,0.07846,0.07922,0.07876,0.07956,0.07496,0.07642,0.08042,0.07932,0.07922,0.07942,0.07998,0.078,0.07902,0.07832,0.07904,0.07978,0.07814,0.07974,0.07852,0.0802,0.08088,0.07778,0.07944,0.0786,0.07882,0.07708,0.07738,0.07962,0.07658,0.07804,0.07926,0.07638,0.07716,0.07784,0.07712,0.07792,0.07522,0.07758,0.07748,0.07564,0.07592,0.07382,0.07502,0.07626,0.07678,0.0762,0.07542,0.0735,0.07706,0.07598,0.07426,0.07432,0.07754,0.07504,0.0751,0.0755,0.07338,0.07236,0.07536,0.07244,0.0732,0.07456,0.07264,0.07374,0.07362,0.0732,0.07186,0.07298,0.07112,0.07026,0.0716,0.07044,0.07034,0.07114,0.07254,0.0701,0.07044,0.0718,0.07216,0.06758,0.07238,0.07024,0.07158,0.0714,0.06912,0.07174,0.0695,0.06708,0.0712,0.06972,0.06804,0.0692,0.06844,0.06832,0.0698,0.07016,0.06724,0.06612,0.06668,0.06868,0.06668,0.06816,0.06686,0.06856,0.06692,0.06838,0.06688,0.0677,0.06788,0.06672,0.06712,0.06862,0.06714,0.06512,0.06552,0.06424,0.06608,0.06462,0.06716,0.06352,0.06354,0.06426,0.06344,0.06374,0.0642,0.06422,0.06236,0.06346,0.0626,0.06366,0.06254,0.06364,0.06492,0.06552,0.06426,0.06246,0.06252,0.0634,0.06298,0.06348,0.06128,0.06468,0.05946,0.06126,0.06144,0.06278,0.06172,0.05978,0.0622,0.06128,0.06122,0.06172,0.05994,0.06076,0.06128,0.06038,0.05918,0.05854,0.06062,0.06014
0.17,0.01628,0.02854,0.03908,0.04894,0.05428,0.06164,0.0646,0.07182,0.07446,0.07886,0.08108,0.0825,0.0875,0.08894,0.09214,0.09034,0.09762,0.09684,0.09866,0.09834,0.09876,0.09922,0.09976,0.10106,0.1026,0.09914,0.10328,0.10206,0.10102,0.10256,0.1048,0.10566,0.1064,0.10638,0.1011,0.10394,0.10418,0.10546,0.10646,0.1048,0.10336,0.10374,0.10336,0.10356,0.10548,0.10284,0.10424,0.10166,0.10282,0.1031,0.10282,0.10262,0.10182,0.10334,0.1032,0.10138,0.10208,0.1027,0.10256,0.10072,0.10234,0.10154,0.0999,0.10122,0.10128,0.09924,0.09858,0.0998,0.09752,0.09892,0.09824,0.09712,0.09526,0.0976,0.09958,0.09598,0.0946,0.09634,0.0957,0.09608,0.09614,0.09328,0.0951,0.09436,0.0946,0.0932,0.093,0.09416,0.09426,0.0949,0.09334,0.09182,0.09162,0.09048,0.09432,0.093,0.09106,0.09192,0.09154,0.0891,0.08874,0.08882,0.08996,0.08968,0.08968,0.08808,0.08958,0.08916,0.08742,0.08826,0.08654,0.08598,0.0859,0.0878,0.08628,0.08638,0.08332,0.0845,0.08618,0.08744,0.08534,0.0869,0.08468,0.08434,0.08606,0.08348,0.08438,0.08312,0.08342,0.08382,0.08516,0.08446,0.08306,0.08154,0.08248,0.08452,0.08202,0.08298,0.08058,0.07904,0.08188,0.07974,0.08012,0.07912,0.08038,0.0778,0.08228,0.07956,0.07856,0.08212,0.0806,0.08092,0.07916,0.08008,0.07782,0.07958,0.07766,0.07714,0.07904,0.07746,0.07478,0.07894,0.07756,0.07694,0.07526,0.07624,0.0773,0.07584,0.07584,0.07696,0.07572,0.0739,0.0739,0.0744,0.07636,0.07394,0.07492,0.07492,0.07302,0.07348,0.07336,0.07466,0.07286,0.07438,0.07272,0.07368,0.07246,0.07148,0.07376
0.22,0.02128,0.03716,0.05044,0.06156,0.07098,0.07878,0.08424,0.09066,0.09516,0.09814,0.10406,0.10746,0.10986,0.1134,0.11332,0.1176,0.1216,0.11928,0.12176,0.12278,0.12504,0.12246,0.12716,0.1255,0.12744,0.12472,0.12798,0.12596,0.12476,0.12966,0.12796,0.12586,0.12754,0.12878,0.12898,0.1287,0.12756,0.12726,0.12414,0.12754,0.12578,0.12566,0.12452,0.12854,0.12732,0.1249,0.1251,0.12656,0.12428,0.12208,0.12404,0.12196,0.12426,0.12248,0.12372,0.12118,0.12242,0.12122,0.11894,0.12062,0.11822,0.1205,0.11534,0.12076,0.1178,0.11944,0.11956,0.11966,0.11692,0.11832,0.11464,0.11586,0.11614,0.1176,0.11554,0.11514,0.11464,0.11452,0.11436,0.11202,0.10802,0.11298,0.11054,0.11024,0.1123,0.11132,0.11116,0.10876,0.1084,0.10774,0.10864,0.10804,0.10854,0.10648,0.10764,0.10764,0.1084,0.10628,0.10946,0.10702,0.10252,0.10676,0.10728,0.1045,0.10452,0.10448,0.10262,0.10564,0.10336,0.10166,0.10206,0.10162,0.10046,0.10254,0.1018,0.10068,0.0987,0.10154,0.0965,0.10108,0.09922,0.09776,0.09908,0.09576,0.09602,0.0981,0.09902,0.0978,0.09734,0.09938,0.09682,0.09832,0.0946,0.09582,0.09656,0.09544,0.09536,0.0941,0.09458,0.09338,0.09188,0.09322,0.09266,0.09298,0.09216,0.09536,0.09074,0.08976,0.08926,0.09184,0.09438,0.0927,0.09164,0.08958,0.09058,0.09176,0.08754,0.09138,0.0866,0.09236,0.08858,0.08756,0.08866,0.0875,0.08764,0.08604,0.08664,0.08554,0.08476,0.08794,0.08634,0.08774,0.08628,0.08564,0.08724,0.08436,0.0848,0.08622,0.0843,0.08308,0.08596,0.08448,0.08396,0.08292,0.08448,0.08342,0.08214,0.0829,0.08496
0.27,0.02358,0.04484,0.06002,0.07536,0.08466,0.09688,0.10298,0.10916,0.11822,0.12082,0.12584,0.12902,0.13166,0.1331,0.1348,0.13682,0.139,0.14212,0.141,0.14484,0.1444,0.14444,0.14848,0.14836,0.14912,0.14926,0.14456,0.14814,0.1462,0.15042,0.14616,0.14962,0.15146,0.1454,0.1484,0.14914,0.14924,0.14696,0.14844,0.1475,0.14492,0.14766,0.14714,0.1476,0.14524,0.14622,0.14434,0.14342,0.14526,0.14094,0.1383,0.14124,0.14044,0.14334,0.14206,0.14064,0.13978,0.1369,0.13946,0.13638,0.13758,0.14012,0.13602,0.13568,0.13334,0.13216,0.13558,0.13586,0.13276,0.1313,0.12942,0.12948,0.13034,0.1289,0.12928,0.131,0.1295,0.13126,0.12852,0.12808,0.12678,0.12694,0.1262,0.1261,0.12606,0.1254,0.12612,0.12458,0.12466,0.12182,0.12382,0.12178,0.12172,0.12054,0.12016,0.12002,0.12078,0.12158,0.1167,0.11912,0.12074,0.1216,0.11604,0.1159,0.11634,0.11906,0.11646,0.11544,0.11552,0.11518,0.11492,0.11708,0.11566,0.11422,0.11106,0.11436,0.10828,0.11126,0.11416,0.10992,0.11052,0.1093,0.11138,0.10824,0.11002,0.10894,0.10692,0.1089,0.10736,0.10822,0.10558,0.10656,0.10552,0.10516,0.10316,0.10162,0.1067,0.10574,0.10792,0.1048,0.10666,0.10338,0.10414,0.10244,0.10318,0.10168,0.10328,0.10172,0.10072,0.10044,0.09932,0.10066,0.1018,0.09858,0.10094,0.10024,0.0973,0.09816,0.09962,0.09886,0.0967,0.09668,0.0969,0.09708,0.09856,0.09738,0.09628,0.09642,0.09574,0.09468,0.09588,0.09656,0.09424,0.09316,0.09412,0.09326,0.09352,0.09464,0.09414,0.0925,0.09316,0.0938,0.09164,0.09434,0.0923,0.09226,0.09252,0.09102,0.0909
0.32,0.02988,0.05268,0.0734,0.0865,0.1004,0.11046,0.11922,0.12664,0.13506,0.14246,0.14572,0.14662,0.15064,0.15314,0.15694,0.15718,0.16236,0.16012,0.16498,0.16318,0.16486,0.16802,0.16998,0.1662,0.17046,0.16782,0.1693,0.1674,0.166,0.17004,0.17036,0.1678,0.16716,0.16842,0.16806,0.16806,0.16798,0.16806,0.16764,0.16482,0.16388,0.1641,0.16412,0.1644,0.16278,0.16274,0.16336,0.158,0.1603,0.16008,0.15928,0.15746,0.15928,0.15572,0.15542,0.15756,0.15718,0.1553,0.15286,0.1531,0.15246,0.15286,0.15342,0.15076,0.15128,0.1488,0.14886,0.15064,0.15014,0.14412,0.15034,0.14622,0.14658,0.1471,0.1437,0.1438,0.14224,0.14466,0.1443,0.14158,0.14002,0.14116,0.14056,0.13652,0.13888,0.13946,0.13816,0.13952,0.13614,0.13504,0.13604,0.13494,0.13658,0.13448,0.13122,0.1337,0.1325,0.13116,0.12872,0.13212,0.12774,0.12872,0.12772,0.1282,0.12692,0.12738,0.12844,0.12446,0.12662,0.12428,0.12176,0.1258,0.12516,0.12206,0.12034,0.12598,0.12208,0.12338,0.12156,0.11962,0.11854,0.12258,0.12026,0.11808,0.11874,0.1184,0.1186,0.1176,0.11876,0.1174,0.11734,0.11426,0.1163,0.11648,0.11756,0.11602,0.11352,0.1154,0.1131,0.1161,0.11284,0.1133,0.11226,0.10926,0.11198,0.11344,0.11078,0.11066,0.10998,0.11206,0.11058,0.10702,0.10852,0.10738,0.10912,0.10652,0.10822,0.1103,0.10638,0.10372,0.10718,0.10424,0.10404,0.10566,0.10578,0.10464,0.10292,0.10404,0.1019,0.1042,0.1036,0.1033,0.09954,0.09998,0.10192,0.10094,0.10038,0.10094,0.09996,0.10142,0.09866,0.1013,0.10034,0.09616,0.09986,0.10268,0.09924,0.09878,0.10076
0.37,0.03484,0.05826,0.07958,0.0984,0.11284,0.12696,0.13694,0.14522,0.15174,0.15732,0.16462,0.16792,0.16842,0.17658,0.17612,0.17842,0.17808,0.18122,0.18494,0.1845,0.18556,0.1862,0.19086,0.1849,0.18608,0.18806,0.18718,0.1889,0.18956,0.18778,0.18466,0.18906,0.18806,0.18492,0.18474,0.18726,0.18314,0.18242,0.18414,0.18082,0.1814,0.17976,0.17672,0.17722,0.17796,0.1759,0.17566,0.1795,0.17264,0.17462,0.1763,0.17612,0.17408,0.16976,0.16706,0.16918,0.1681,0.16702,0.1664,0.16738,0.16646,0.16608,0.16532,0.16714,0.16372,0.16372,0.16066,0.16422,0.16218,0.162,0.1578,0.15716,0.15904,0.15614,0.15458,0.1573,0.15236,0.15412,0.15124,0.15702,0.15118,0.15116,0.15268,0.1468,0.15018,0.14876,0.14772,0.14788,0.1434,0.14458,0.14782,0.1441,0.14036,0.14492,0.1439,0.14234,0.14352,0.14134,0.142,0.13908,0.13992,0.14158,0.13912,0.13644,0.13706,0.13678,0.13534,0.1369,0.136,0.13502,0.13506,0.13308,0.13642,0.1331,0.13196,0.13428,0.13022,0.1317,0.13094,0.13372,0.13038,0.12976,0.13014,0.12906,0.12984,0.12948,0.12742,0.12752,0.12698,0.1269,0.12044,0.12492,0.12318,0.12184,0.12282,0.12402,0.1239,0.12126,0.12366,0.12306,0.12234,0.11922,0.12068,0.12114,0.11998,0.11736,0.11892,0.11836,0.11678,0.11674,0.1186,0.1176,0.1168,0.1127,0.11238,0.11608,0.11434,0.11156,0.11438,0.1141,0.11268,0.11268,0.11002,0.11288,0.11276,0.10732,0.10808,0.11296,0.10914,0.10964,0.1096,0.10694,0.1099,0.10922,0.10734,0.10742,0.10906,0.11,0.10856,0.10634,0.10626,0.1077,0.10486,0.1063,0.1049,0.10486,0.1051,0.10448,0.10534
0.42,0.03814,0.06798,0.09276,0.11008,0.1289,0.14218,0.15338,0.1624,0.16942,0.17826,0.18094,0.1849,0.19006,0.1907,0.19732,0.19856,0.19944,0.19988,0.2035,0.2017,0.20036,0.20566,0.20062,0.20508,0.20482,0.20786,0.20724,0.20422,0.2038,0.20314,0.20468,0.20132,0.20128,0.20582,0.19758,0.20144,0.20088,0.1969,0.19816,0.19782,0.19526,0.1957,0.19766,0.19656,0.19566,0.19364,0.1906,0.19066,0.19208,0.1887,0.19088,0.18576,0.1841,0.18406,0.18774,0.18456,0.18556,0.18112,0.18134,0.17962,0.1794,0.17864,0.17576,0.17848,0.17382,0.17476,0.17386,0.17508,0.17066,0.17138,0.17158,0.1719,0.17076,0.1703,0.1658,0.1651,0.16496,0.16426,0.16458,0.16454,0.16376,0.1622,0.15972,0.16076,0.1624,0.15976,0.15548,0.1602,0.15888,0.16028,0.15644,0.15474,0.15438,0.15102,0.15206,0.15234,0.15296,0.15036,0.14876,0.15006,0.15088,0.14728,0.1481,0.14534,0.14548,0.14428,0.14032,0.14484,0.1457,0.145,0.1434,0.14526,0.14308,0.14154,0.14124,0.14024,0.14062,0.13812,0.1408,0.13988,0.13962,0.1381,0.13982,0.13388,0.13464,0.13374,0.13556,0.134,0.1309,0.13386,0.13022,0.13362,0.13158,0.12976,0.1296,0.13086,0.1277,0.12874,0.13162,0.12846,0.12786,0.12964,0.12728,0.12602,0.12612,0.1243,0.12726,0.12564,0.12268,0.12404,0.12636,0.1239,0.12778,0.12188,0.12354,0.125,0.12234,0.1242,0.12068,0.12076,0.11938,0.11986,0.11924,0.11818,0.1195,0.11522,0.11678,0.11912,0.11434,0.11506,0.11382,0.11298,0.11542,0.11592,0.11564,0.11248,0.11298,0.11394,0.1112,0.11166,0.11118,0.10988,0.11224,0.10996,0.11218,0.11338,0.1096,0.1139,0.11012
